Bioregion,Year,Type,Area_ha,Binary
Jarrah Forest,1950,PB,1022.892,PB
Jarrah Forest,1950,WF,7417.866,WF
Jarrah Forest,1950,PB,26.341,PB
Jarrah Forest,1950,WF,6.981,WF
Warren,1950,PB,49.408,PB
Warren,1950,PB,30.404,PB
Warren,1950,PB,11.808,PB
Warren,1950,PB,21.765,PB
Warren,1950,PB,26.073,PB
Warren,1950,PB,65.162,PB
Warren,1950,PB,6.59,PB
Warren,1950,PB,12.031,PB
Warren,1950,PB,7.245,PB
Warren,1950,PB,32.147,PB
Warren,1950,PB,24.019,PB
Jarrah Forest,1950,WF,8.819,WF
Jarrah Forest,1950,PB,35.419,PB
Swan Coastal Plain,1950,WF,3.545,WF
Jarrah Forest,1950,WF,151.177,WF
Jarrah Forest,1950,PB,10.82,PB
Swan Coastal Plain,1950,PB,2.553,PB
Jarrah Forest,1950,PB,10.765,PB
Swan Coastal Plain,1950,WF,5.176,WF
Jarrah Forest,1950,PB,45.173,PB
Jarrah Forest,1950,999,55.18,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,98.163,WF
Jarrah Forest,1950,PB,15.587,PB
Jarrah Forest,1950,PB,30.799,PB
Jarrah Forest,1950,PB,877.141,PB
Jarrah Forest,1950,PB,10.763,PB
Jarrah Forest,1950,PB,2.358,PB
Jarrah Forest,1950,WF,1.745,WF
Jarrah Forest,1950,PB,82.523,PB
Jarrah Forest,1950,PB,397.343,PB
Jarrah Forest,1950,WF,12.831,WF
Jarrah Forest,1950,PB,48.676,PB
Jarrah Forest,1950,PB,31.048,PB
Jarrah Forest,1950,PB,43.714,PB
Jarrah Forest,1950,PB,61.616,PB
Jarrah Forest,1950,PB,216.633,PB
Jarrah Forest,1950,WF,50.154,WF
Jarrah Forest,1950,PB,19.662,PB
Jarrah Forest,1950,PB,86.075,PB
Jarrah Forest,1950,PB,21.161,PB
Jarrah Forest,1950,PB,143.76,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,47.569,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,144.751,PB
Jarrah Forest,1950,PB,457.999,PB
Jarrah Forest,1950,WF,90.666,WF
Jarrah Forest,1950,PB,209.324,PB
Jarrah Forest,1950,PB,136.555,PB
Jarrah Forest,1950,PB,86.593,PB
Jarrah Forest,1950,PB,1170.351,PB
Jarrah Forest,1950,PB,84.675,PB
Jarrah Forest,1950,WF,0.809,WF
Jarrah Forest,1950,WF,81.25,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,29.369,WF
Jarrah Forest,1950,WF,5259.698,WF
Jarrah Forest,1950,WF,3211.428,WF
Swan Coastal Plain,1950,WF,0.131,WF
Jarrah Forest,1950,WF,2240.363,WF
Jarrah Forest,1950,WF,102.25,WF
Jarrah Forest,1950,PB,792.935,PB
Jarrah Forest,1950,PB,219.418,PB
Jarrah Forest,1950,WF,16.982,WF
Jarrah Forest,1950,PB,88.278,PB
Jarrah Forest,1950,WF,305.376,WF
Jarrah Forest,1950,PB,98.7,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,141.54,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,8.536,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,99.862,WF
Jarrah Forest,1950,PB,140.082,PB
Jarrah Forest,1950,PB,1.539,PB
Jarrah Forest,1950,PB,6.471,PB
Jarrah Forest,1950,PB,31.585,PB
Jarrah Forest,1950,WF,84.831,WF
Jarrah Forest,1950,WF,3.773,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,3.621,WF
Jarrah Forest,1950,WF,168.019,WF
Jarrah Forest,1950,PB,81.964,PB
Jarrah Forest,1950,WF,2.353,WF
Jarrah Forest,1950,WF,2.955,WF
Jarrah Forest,1950,WF,2.043,WF
Jarrah Forest,1950,WF,1.946,WF
Jarrah Forest,1950,PB,191.033,PB
Jarrah Forest,1950,PB,16.728,PB
Jarrah Forest,1950,PB,100.087,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,3.314,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,67.123,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,16.181,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,82.137,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,185.423,WF
Jarrah Forest,1950,WF,53.386,WF
Jarrah Forest,1950,WF,178.762,WF
Jarrah Forest,1950,WF,37.114,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,47.894,WF
Jarrah Forest,1950,PB,393.046,PB
Jarrah Forest,1950,WF,3.332,WF
Jarrah Forest,1950,PB,69.362,PB
Jarrah Forest,1950,PB,23.375,PB
Jarrah Forest,1950,PB,791.657,PB
Jarrah Forest,1950,PB,79.143,PB
Jarrah Forest,1950,PB,61.18,PB
Jarrah Forest,1950,PB,421.641,PB
Jarrah Forest,1950,PB,179.139,PB
Jarrah Forest,1950,WF,94.203,WF
Jarrah Forest,1950,PB,139.177,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,52.552,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,47.965,PB
Jarrah Forest,1950,WF,4.319,WF
Jarrah Forest,1950,WF,3.96,WF
Jarrah Forest,1950,WF,3.178,WF
Jarrah Forest,1950,WF,240.501,WF
Jarrah Forest,1950,WF,3.555,WF
Jarrah Forest,1950,WF,2.037,WF
Jarrah Forest,1950,PB,34.583,PB
Jarrah Forest,1950,PB,35.203,PB
Jarrah Forest,1950,PB,40.192,PB
Jarrah Forest,1950,PB,121.503,PB
Jarrah Forest,1950,PB,4.902,PB
Jarrah Forest,1950,PB,270.364,PB
Jarrah Forest,1950,PB,512.59,PB
Jarrah Forest,1950,PB,119.234,PB
Jarrah Forest,1950,PB,98.979,PB
Jarrah Forest,1950,WF,250.242,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,112.317,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,10.264,PB
Jarrah Forest,1950,WF,9.404,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,25.846,WF
Jarrah Forest,1950,WF,5.007,WF
Jarrah Forest,1950,WF,3.302,WF
Jarrah Forest,1950,WF,2.381,WF
Jarrah Forest,1950,PB,377.751,PB
Jarrah Forest,1950,WF,175.007,WF
Jarrah Forest,1950,WF,3.719,WF
Jarrah Forest,1950,PB,288.556,PB
Jarrah Forest,1950,WF,2.904,WF
Jarrah Forest,1950,WF,1.82,WF
Jarrah Forest,1950,WF,637.148,WF
Jarrah Forest,1950,WF,4.15,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,18.725,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,9.606,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,1.539,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,141.711,PB
Jarrah Forest,1950,PB,26.961,PB
Jarrah Forest,1950,PB,19.339,PB
Jarrah Forest,1950,PB,44.269,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,17.332,PB
Jarrah Forest,1950,WF,1098.607,WF
Jarrah Forest,1950,PB,14.314,PB
Jarrah Forest,1950,PB,22.233,PB
Jarrah Forest,1950,PB,61.984,PB
Jarrah Forest,1950,WF,25.251,WF
Jarrah Forest,1950,WF,143.545,WF
Jarrah Forest,1950,WF,147.052,WF
Jarrah Forest,1950,WF,65.529,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,47.985,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,32.402,WF
Jarrah Forest,1950,PB,602.97,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,173.663,WF
Jarrah Forest,1950,WF,0.193,WF
Jarrah Forest,1950,WF,5.743,WF
Jarrah Forest,1950,WF,3.704,WF
Jarrah Forest,1950,PB,60.283,PB
Jarrah Forest,1950,PB,59.887,PB
Jarrah Forest,1950,WF,67.508,WF
Jarrah Forest,1950,PB,16.057,PB
Jarrah Forest,1950,WF,6.704,WF
Jarrah Forest,1950,PB,138.688,PB
Jarrah Forest,1950,PB,1123.023,PB
Jarrah Forest,1950,PB,244.124,PB
Jarrah Forest,1950,PB,78.994,PB
Jarrah Forest,1950,PB,165.708,PB
Jarrah Forest,1950,PB,27.64,PB
Jarrah Forest,1950,PB,45.971,PB
Jarrah Forest,1950,PB,98.181,PB
Jarrah Forest,1950,PB,362.478,PB
Jarrah Forest,1950,PB,12.396,PB
Jarrah Forest,1950,PB,19.69,PB
Jarrah Forest,1950,WF,0.193,WF
Jarrah Forest,1950,WF,0.203,WF
Jarrah Forest,1950,PB,83.421,PB
Jarrah Forest,1950,WF,88.138,WF
Jarrah Forest,1950,WF,273.767,WF
Jarrah Forest,1950,PB,5.174,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,55.825,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,43.659,WF
Jarrah Forest,1950,WF,3237.043,WF
Jarrah Forest,1950,PB,132.068,PB
Jarrah Forest,1950,PB,24.103,PB
Jarrah Forest,1950,WF,547.101,WF
Jarrah Forest,1950,WF,22.948,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,18.595,WF
Jarrah Forest,1950,WF,4.144,WF
Jarrah Forest,1950,PB,38.719,PB
Jarrah Forest,1950,PB,105.83,PB
Jarrah Forest,1950,WF,1.024,WF
Jarrah Forest,1950,WF,0.624,WF
Jarrah Forest,1950,PB,178.178,PB
Jarrah Forest,1950,PB,2213.597,PB
Jarrah Forest,1950,PB,28.155,PB
Jarrah Forest,1950,WF,689.635,WF
Jarrah Forest,1950,WF,537.173,WF
Jarrah Forest,1950,WF,1.433,WF
Jarrah Forest,1950,WF,75.638,WF
Jarrah Forest,1950,WF,186.212,WF
Jarrah Forest,1950,WF,82.254,WF
Jarrah Forest,1950,WF,8.739,WF
Jarrah Forest,1950,PB,303.869,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,120.941,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,360.66,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,227.415,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,47.98,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,430.444,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,42.148,WF
Jarrah Forest,1950,WF,9.054,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,80.863,WF
Jarrah Forest,1950,WF,20.231,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,41.124,WF
Jarrah Forest,1950,PB,14.905,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,11.508,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,19.793,PB
Jarrah Forest,1950,PB,2.903,PB
Jarrah Forest,1950,PB,2.207,PB
Jarrah Forest,1950,WF,2.552,WF
Jarrah Forest,1950,WF,2.13,WF
Jarrah Forest,1950,PB,4.764,PB
Jarrah Forest,1950,PB,23.717,PB
Jarrah Forest,1950,PB,2528.167,PB
Jarrah Forest,1950,PB,167.237,PB
Jarrah Forest,1950,WF,90.817,WF
Jarrah Forest,1950,WF,23.695,WF
Jarrah Forest,1950,PB,15.605,PB
Jarrah Forest,1950,WF,41.109,WF
Jarrah Forest,1950,PB,22.901,PB
Jarrah Forest,1950,PB,88.83,PB
Jarrah Forest,1950,WF,963.76,WF
Jarrah Forest,1950,PB,355.296,PB
Jarrah Forest,1950,WF,561.882,WF
Jarrah Forest,1950,WF,38.888,WF
Jarrah Forest,1950,WF,181.164,WF
Jarrah Forest,1950,PB,21.174,PB
Jarrah Forest,1950,PB,61.584,PB
Jarrah Forest,1950,PB,18.158,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.03,WF
Jarrah Forest,1950,WF,772.887,WF
Jarrah Forest,1950,PB,30.778,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,1.336,PB
Jarrah Forest,1950,PB,12.399,PB
Jarrah Forest,1950,WF,187.056,WF
Jarrah Forest,1950,PB,14.86,PB
Jarrah Forest,1950,WF,1010.197,WF
Jarrah Forest,1950,PB,32.49,PB
Jarrah Forest,1950,WF,5.172,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,16.795,PB
Jarrah Forest,1950,PB,25.87,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,25.678,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,15.766,WF
Jarrah Forest,1950,WF,20.384,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,478.643,WF
Jarrah Forest,1950,WF,332.636,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,1.785,PB
Jarrah Forest,1950,PB,13.822,PB
Jarrah Forest,1950,WF,2.211,WF
Jarrah Forest,1950,PB,36.367,PB
Jarrah Forest,1950,PB,54.485,PB
Jarrah Forest,1950,PB,48.715,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,43.246,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,35.142,PB
Jarrah Forest,1950,PB,39.237,PB
Jarrah Forest,1950,PB,128.966,PB
Jarrah Forest,1950,PB,124.873,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,17.236,WF
Jarrah Forest,1950,WF,84.749,WF
Jarrah Forest,1950,PB,57.003,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,577.808,WF
Jarrah Forest,1950,PB,108.674,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,45.451,PB
Jarrah Forest,1950,PB,40.224,PB
Jarrah Forest,1950,WF,48.524,WF
Jarrah Forest,1950,WF,64.696,WF
Jarrah Forest,1950,WF,4.61,WF
Jarrah Forest,1950,WF,264.331,WF
Jarrah Forest,1950,WF,86.065,WF
Jarrah Forest,1950,PB,237.712,PB
Jarrah Forest,1950,PB,8.373,PB
Jarrah Forest,1950,WF,1147.432,WF
Jarrah Forest,1950,WF,4.119,WF
Jarrah Forest,1950,PB,70.301,PB
Jarrah Forest,1950,PB,143.586,PB
Jarrah Forest,1950,WF,53.193,WF
Jarrah Forest,1950,PB,115.311,PB
Jarrah Forest,1950,PB,698.257,PB
Jarrah Forest,1950,PB,109.301,PB
Swan Coastal Plain,1950,WF,20.684,WF
Jarrah Forest,1950,PB,376.546,PB
Jarrah Forest,1950,PB,17.147,PB
Jarrah Forest,1950,PB,409.149,PB
Swan Coastal Plain,1950,WF,5.613,WF
Jarrah Forest,1950,WF,20.27,WF
Jarrah Forest,1950,999,137.485,WF
Warren,1950,999,4.433,WF
Jarrah Forest,1950,999,64.366,WF
Jarrah Forest,1950,PB,78.548,PB
Jarrah Forest,1950,PB,16.618,PB
Jarrah Forest,1950,WF,2230.399,WF
Jarrah Forest,1950,WF,4.376,WF
Jarrah Forest,1950,PB,32.671,PB
Jarrah Forest,1950,PB,76.777,PB
Jarrah Forest,1950,PB,181.889,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,999,42.813,WF
Jarrah Forest,1950,999,16.881,WF
Jarrah Forest,1950,PB,85.291,PB
Jarrah Forest,1950,WF,3.317,WF
Jarrah Forest,1950,PB,38.699,PB
Jarrah Forest,1950,PB,37.228,PB
Jarrah Forest,1950,PB,173.875,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,27.238,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,60.353,WF
Jarrah Forest,1950,WF,72.808,WF
Jarrah Forest,1950,WF,31.711,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,0.824,WF
Jarrah Forest,1950,WF,0.715,WF
Jarrah Forest,1950,PB,20.479,PB
Jarrah Forest,1950,PB,89.771,PB
Jarrah Forest,1950,WF,7.267,WF
Jarrah Forest,1950,PB,7.702,PB
Jarrah Forest,1950,PB,51.749,PB
Jarrah Forest,1950,PB,11.681,PB
Jarrah Forest,1950,PB,124.569,PB
Jarrah Forest,1950,PB,3.141,PB
Jarrah Forest,1950,PB,201.363,PB
Jarrah Forest,1950,PB,3.141,PB
Jarrah Forest,1950,PB,12.769,PB
Jarrah Forest,1950,PB,8.524,PB
Jarrah Forest,1950,PB,771.727,PB
Jarrah Forest,1950,PB,37.62,PB
Jarrah Forest,1950,PB,299.828,PB
Jarrah Forest,1950,PB,45.185,PB
Jarrah Forest,1950,WF,54.937,WF
Jarrah Forest,1950,PB,31.945,PB
Jarrah Forest,1950,PB,46.191,PB
Jarrah Forest,1950,PB,46.961,PB
Jarrah Forest,1950,PB,11.213,PB
Jarrah Forest,1950,PB,722.91,PB
Jarrah Forest,1950,PB,230.603,PB
Jarrah Forest,1950,PB,38.048,PB
Jarrah Forest,1950,PB,16.432,PB
Jarrah Forest,1950,PB,37.608,PB
Jarrah Forest,1950,PB,106.121,PB
Jarrah Forest,1950,PB,202.305,PB
Jarrah Forest,1950,PB,32.992,PB
Jarrah Forest,1950,PB,124.408,PB
Jarrah Forest,1950,PB,16.781,PB
Jarrah Forest,1950,PB,14.277,PB
Jarrah Forest,1950,PB,32.559,PB
Jarrah Forest,1950,WF,25.439,WF
Jarrah Forest,1950,PB,71.355,PB
Jarrah Forest,1950,WF,5.203,WF
Jarrah Forest,1950,WF,1.149,WF
Jarrah Forest,1950,WF,11.563,WF
Jarrah Forest,1950,PB,23.352,PB
Jarrah Forest,1950,WF,12.164,WF
Jarrah Forest,1950,PB,5.753,PB
Jarrah Forest,1950,WF,16.218,WF
Jarrah Forest,1950,PB,140.256,PB
Jarrah Forest,1950,PB,189.512,PB
Jarrah Forest,1950,PB,102.395,PB
Jarrah Forest,1950,PB,28.631,PB
Jarrah Forest,1950,PB,218.419,PB
Jarrah Forest,1950,PB,36.528,PB
Jarrah Forest,1950,WF,5.749,WF
Jarrah Forest,1950,PB,315.337,PB
Jarrah Forest,1950,PB,24.877,PB
Jarrah Forest,1950,WF,117.389,WF
Jarrah Forest,1950,PB,30.979,PB
Jarrah Forest,1950,PB,14.662,PB
Jarrah Forest,1950,WF,15.882,WF
Jarrah Forest,1950,WF,5.903,WF
Jarrah Forest,1950,WF,1.604,WF
Jarrah Forest,1950,WF,2.72,WF
Jarrah Forest,1950,PB,375.684,PB
Warren,1950,PB,56.762,PB
Warren,1950,PB,20.951,PB
Jarrah Forest,1950,PB,164.904,PB
Jarrah Forest,1950,PB,220.51,PB
Jarrah Forest,1950,PB,259.177,PB
Jarrah Forest,1950,PB,78.774,PB
Warren,1950,PB,74.62,PB
Warren,1950,PB,88.038,PB
Jarrah Forest,1950,PB,600.741,PB
Jarrah Forest,1950,PB,338.813,PB
Jarrah Forest,1950,PB,93.815,PB
Jarrah Forest,1950,PB,76.349,PB
Warren,1950,PB,27.281,PB
Jarrah Forest,1950,PB,203.275,PB
Warren,1950,PB,39.643,PB
Warren,1950,PB,6.685,PB
Warren,1950,PB,74.691,PB
Jarrah Forest,1950,PB,36.222,PB
Jarrah Forest,1950,PB,415.326,PB
Jarrah Forest,1950,PB,72.4,PB
Jarrah Forest,1950,PB,26.831,PB
Jarrah Forest,1950,PB,44.389,PB
Jarrah Forest,1950,PB,154.1,PB
Jarrah Forest,1950,PB,63.679,PB
Jarrah Forest,1950,PB,23.41,PB
Jarrah Forest,1950,PB,189.471,PB
Jarrah Forest,1950,PB,1826.106,PB
Jarrah Forest,1950,PB,129.16,PB
Jarrah Forest,1950,PB,57.685,PB
Jarrah Forest,1950,PB,62.221,PB
Jarrah Forest,1950,PB,277.645,PB
Jarrah Forest,1950,PB,247.372,PB
Jarrah Forest,1950,PB,96.338,PB
Jarrah Forest,1950,PB,266.199,PB
Jarrah Forest,1950,PB,490.925,PB
Jarrah Forest,1950,PB,2436.857,PB
Jarrah Forest,1950,PB,5.657,PB
Jarrah Forest,1950,PB,41.588,PB
Jarrah Forest,1950,PB,266.901,PB
Jarrah Forest,1950,PB,190.281,PB
Jarrah Forest,1950,PB,142.813,PB
Jarrah Forest,1950,PB,10.371,PB
Jarrah Forest,1950,PB,19.441,PB
Jarrah Forest,1950,PB,75.167,PB
Jarrah Forest,1950,PB,8.9,PB
Jarrah Forest,1950,PB,170.762,PB
Jarrah Forest,1950,PB,35.287,PB
Jarrah Forest,1950,PB,138.715,PB
Jarrah Forest,1950,PB,35.981,PB
Jarrah Forest,1950,PB,52.878,PB
Jarrah Forest,1950,PB,147.19,PB
Jarrah Forest,1950,WF,125.606,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,76.549,PB
Jarrah Forest,1950,PB,243.206,PB
Jarrah Forest,1950,PB,332.96,PB
Warren,1950,PB,252.444,PB
Warren,1950,999,218.63,WF
Warren,1950,PB,21.273,PB
Warren,1950,PB,53.129,PB
Jarrah Forest,1950,PB,27.203,PB
Jarrah Forest,1950,PB,124.679,PB
Jarrah Forest,1950,PB,329.351,PB
Jarrah Forest,1950,PB,94.243,PB
Jarrah Forest,1950,PB,68.256,PB
Jarrah Forest,1950,PB,197.675,PB
Jarrah Forest,1950,PB,55.282,PB
Jarrah Forest,1950,PB,7.85,PB
Jarrah Forest,1950,PB,57.043,PB
Jarrah Forest,1950,PB,175.001,PB
Jarrah Forest,1950,PB,28.473,PB
Jarrah Forest,1950,PB,51.695,PB
Jarrah Forest,1950,PB,52.439,PB
Jarrah Forest,1950,PB,33.481,PB
Jarrah Forest,1950,PB,40.785,PB
Jarrah Forest,1950,PB,18.622,PB
Jarrah Forest,1950,PB,62.445,PB
Jarrah Forest,1950,PB,34.561,PB
Jarrah Forest,1950,WF,111.412,WF
Jarrah Forest,1950,PB,101.497,PB
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,WF,1.539,WF
Jarrah Forest,1950,PB,234.845,PB
Jarrah Forest,1950,PB,96.472,PB
Jarrah Forest,1950,PB,17.001,PB
Jarrah Forest,1950,PB,244.933,PB
Jarrah Forest,1950,WF,12.69,WF
Jarrah Forest,1950,PB,48.232,PB
Jarrah Forest,1950,PB,63.859,PB
Warren,1950,WF,687.25,WF
Warren,1950,PB,28.052,PB
Warren,1950,PB,154.272,PB
Warren,1950,PB,150.951,PB
Warren,1950,PB,78.392,PB
Warren,1950,PB,240.655,PB
Warren,1950,PB,9.291,PB
Warren,1950,PB,8.888,PB
Jarrah Forest,1950,PB,96.222,PB
Jarrah Forest,1950,PB,46.416,PB
Jarrah Forest,1950,WF,132.103,WF
Jarrah Forest,1950,PB,52.486,PB
Jarrah Forest,1950,PB,14.53,PB
Jarrah Forest,1950,PB,41.206,PB
Jarrah Forest,1950,PB,211.1,PB
Jarrah Forest,1950,PB,18.9,PB
Jarrah Forest,1950,PB,250.942,PB
Jarrah Forest,1950,PB,651.145,PB
Jarrah Forest,1950,PB,10.459,PB
Jarrah Forest,1950,PB,805.506,PB
Jarrah Forest,1950,PB,39.369,PB
Jarrah Forest,1950,PB,20.27,PB
Jarrah Forest,1950,PB,3.326,PB
Jarrah Forest,1950,PB,54.816,PB
Jarrah Forest,1950,PB,9.788,PB
Jarrah Forest,1950,PB,60.599,PB
Jarrah Forest,1950,PB,289.274,PB
Jarrah Forest,1950,PB,37.501,PB
Jarrah Forest,1950,PB,126.195,PB
Jarrah Forest,1950,PB,11.931,PB
Jarrah Forest,1950,PB,160.575,PB
Jarrah Forest,1950,PB,456.131,PB
Jarrah Forest,1950,PB,34.924,PB
Jarrah Forest,1950,PB,1.777,PB
Jarrah Forest,1950,PB,21.155,PB
Jarrah Forest,1950,PB,99.427,PB
Jarrah Forest,1950,PB,21.595,PB
Jarrah Forest,1950,PB,49.912,PB
Jarrah Forest,1950,PB,26.707,PB
Jarrah Forest,1950,PB,106.799,PB
Jarrah Forest,1950,PB,288.672,PB
Jarrah Forest,1950,PB,18.143,PB
Jarrah Forest,1950,PB,207.989,PB
Jarrah Forest,1950,PB,107.112,PB
Jarrah Forest,1950,PB,69.034,PB
Jarrah Forest,1950,PB,7.05,PB
Jarrah Forest,1950,PB,212.473,PB
Jarrah Forest,1950,PB,61.796,PB
Jarrah Forest,1950,PB,72.719,PB
Jarrah Forest,1950,PB,1.164,PB
Jarrah Forest,1950,PB,55.597,PB
Jarrah Forest,1950,PB,595.259,PB
Jarrah Forest,1950,PB,21.154,PB
Jarrah Forest,1950,PB,68.792,PB
Jarrah Forest,1950,PB,151.186,PB
Jarrah Forest,1950,PB,13.184,PB
Warren,1950,PB,15.153,PB
Warren,1950,PB,21.495,PB
Jarrah Forest,1950,PB,185.65,PB
Jarrah Forest,1950,999,63.178,WF
Warren,1950,999,14.142,WF
Jarrah Forest,1950,999,229.362,WF
